date,min,max,normal_min,normal_max
19610225,30.0,48.0,34.8,56.6
19610226,31.0,51.0,34.9,56.8
19610227,34.0,54.0,35.0,57.0
19610228,32.0,55.0,35.1,57.2
19610301,36.0,47.0,35.3,57.4
19610302,35.0,48.0,35.4,57.6
19610303,31.0,45.0,35.5,57.8
19610304,33.0,46.0,35.7,57.9
19610305,38.0,50.0,35.8,58.1
19610306,35.0,50.0,35.9,58.3
19610307,27.0,59.0,36.1,58.4
19610308,31.0,55.0,36.2,58.6
19610309,31.0,55.0,36.3,58.7
19610310,36.0,54.0,36.5,58.8
19610311,38.0,51.0,36.6,59.0
19610312,38.0,51.0,36.7,59.1
19610313,45.0,60.0,36.9,59.2
19610314,44.0,67.0,37.0,59.3
19610315,41.0,55.0,37.1,59.4
19610316,33.0,52.0,37.3,59.5
19610317,39.0,56.0,37.4,59.6
19610318,35.0,63.0,37.5,59.7
19610319,38.0,59.0,37.6,59.8
19610320,35.0,55.0,37.8,59.9
19610321,37.0,62.0,37.9,60.0
19610322,44.0,56.0,38.0,60.1
19610323,40.0,55.0,38.1,60.2
19610324,41.0,50.0,38.2,60.3
19610325,39.0,55.0,38.3,60.4
19610326,41.0,55.0,38.4,60.5
19610327,33.0,56.0,38.5,60.6
19610328,28.0,64.0,38.6,60.7
19610329,32.0,70.0,38.7,60.8
19610330,33.0,70.0,38.8,60.9
19610331,39.0,67.0,38.9,61.0
19610401,40.0,74.0,39.0,61.2
19610402,43.0,78.0,39.1,61.3
19610403,47.0,68.0,39.2,61.5
19610404,35.0,72.0,39.4,61.6
19610405,32.0,68.0,39.5,61.8
19610406,31.0,67.0,39.6,62.0
19610407,31.0,69.0,39.7,62.2
19610408,31.0,69.0,39.8,62.4
19610409,35.0,62.0,39.9,62.6
19610410,31.0,67.0,40.0,62.8
19610411,34.0,70.0,40.2,63.1
19610412,42.0,58.0,40.3,63.3
19610413,35.0,59.0,40.4,63.6
19610414,30.0,68.0,40.6,63.8
19610415,36.0,75.0,40.7,64.1
19610416,39.0,78.0,40.9,64.4
19610417,44.0,68.0,41.1,64.7
19610418,33.0,51.0,41.2,65.0
19610419,29.0,56.0,41.4,65.3
19610420,40.0,56.0,41.6,65.7
19610421,33.0,59.0,41.7,66.0
19610422,32.0,51.0,41.9,66.3
19610423,37.0,54.0,42.1,66.7
19610424,39.0,60.0,42.3,67.0
19610425,32.0,66.0,42.5,67.4
19610426,32.0,70.0,42.7,67.7
19610427,35.0,71.0,42.9,68.1
19610428,42.0,74.0,43.1,68.5
19610429,44.0,67.0,43.4,68.8
19610430,45.0,73.0,43.6,69.2
19610501,41.0,64.0,43.8,69.5
19610502,34.0,65.0,44.0,69.9
19610503,42.0,58.0,44.2,70.2
19610504,41.0,61.0,44.5,70.6
19610505,42.0,49.0,44.7,70.9
19610506,45.0,57.0,44.9,71.3
19610507,43.0,65.0,45.1,71.6
19610508,46.0,78.0,45.4,71.9
19610509,43.0,60.0,45.6,72.2
19610510,41.0,55.0,45.8,72.5
19610511,40.0,58.0,46.0,72.8
19610512,36.0,63.0,46.2,73.1
19610513,34.0,63.0,46.4,73.4
19610514,46.0,71.0,46.6,73.7
19610515,39.0,74.0,46.8,74.0
19610516,41.0,79.0,47.0,74.2
19610517,44.0,82.0,47.2,74.4
19610518,45.0,87.0,47.4,74.7
19610519,46.0,89.0,47.6,74.9
19610520,52.0,70.0,47.8,75.1
19610521,48.0,76.0,48.0,75.3
19610522,46.0,69.0,48.1,75.6
19610523,39.0,65.0,48.3,75.8
19610524,33.0,78.0,48.5,76.0
19610525,40.0,80.0,48.6,76.2
19610526,42.0,64.0,48.8,76.3
19610527,34.0,73.0,49.0,76.5
19610528,43.0,73.0,49.1,76.7
19610529,51.0,67.0,49.3,76.9
19610530,48.0,69.0,49.4,77.1
19610531,42.0,78.0,49.6,77.3
19610601,48.0,88.0,49.7,77.5
19610602,56.0,80.0,49.9,77.7
19610603,51.0,86.0,50.0,77.9
19610604,58.0,86.0,50.2,78.1
19610605,53.0,81.0,50.3,78.3
19610606,46.0,63.0,50.5,78.5
19610607,39.0,79.0,50.6,78.8
19610608,53.0,76.0,50.8,79.0
19610609,51.0,75.0,50.9,79.2
19610610,43.0,82.0,51.1,79.5
19610611,52.0,60.0,51.3,79.8
19610612,45.0,84.0,51.5,80.1
19610613,48.0,95.0,51.6,80.3
19610614,53.0,103.0,51.8,80.6
19610615,57.0,109.0,52.0,81.0
19610616,57.0,107.0,52.2,81.3
19610617,55.0,104.0,52.4,81.6
19610618,52.0,97.0,52.6,82.0
19610619,50.0,96.0,52.8,82.3
19610620,51.0,91.0,53.1,82.7
19610621,47.0,93.0,53.3,83.1
19610622,57.0,98.0,53.5,83.5
19610623,53.0,95.0,53.7,83.9
19610624,52.0,97.0,54.0,84.3
19610625,55.0,98.0,54.2,84.7
19610626,55.0,86.0,54.5,85.1
19610627,48.0,82.0,54.7,85.5
19610628,46.0,74.0,55.0,85.9
19610629,51.0,76.0,55.2,86.3
19610630,43.0,88.0,55.5,86.7
19610701,46.0,94.0,55.7,87.2
19610702,50.0,93.0,56.0,87.6
19610703,52.0,92.0,56.2,88.0
19610704,52.0,80.0,56.5,88.4
